title,ad_id,desc,city,country
Pipefitter,5055812680,"Profab Engineering specialises in all aspects of Mechanical installation and on-site fabricationrofab delivers exceptional standards through Engineering and innovation excellencep>Our mobile Maintenance and installation crews consisting of Welders,Fabricators,and Mechanical fitters, work throughout the country, and are trusted to respond both quickly and efficiently, to project requirements, along with emergency needs and shutdownsp>Our solid reputation has been built on many years of experience in mechanical fitting and process plant installation, along with On-site Stainless-steel fabricationp>Works are all carried out onsitebr>Safe pass and manual handling requiredp> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dunmore Galway,Ireland
Caretaker/Driver,5055813102,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Assist with the maintenance of the building and groundsssist with the operation of the Hydrotherapy pool and plant room, opportunity to train as a Pool Plant Operator, Life Guard & Emergency Responderransport preschool children who have physical and sensory disabilities no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Galway Ireland,Ireland
Caretaker,5055846560,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include:upkeep of Community Centre, set up for meetings and eventsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Lettermore Galway Ireland,Ireland
Caretaker sports grounds,5061690996,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties building maintenance, painting, cleaning, general repairslaying grounds maintenance, grass cutting, pitch marking, preparing pitches for matchesr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Spiddal Bohoona East Galway,Ireland
Gardner / Landscaper,5066152479,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Letterfrack Galway Ireland,Ireland
Organic Gardener,5066152499,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Apply and developing organic gardening methods for example sowing, crop care, crop rotation and harvestingraining providedr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Renmore Avenue Galway Ireland,Ireland
Assistant Caretaker Rowing Club,5071265294,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General caretaking of both the Rowing Club and the Boat Club - cleaning, painting, general maintenance dutieso assist the current Caretaker in his day to day tasksr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Galway Ireland,Ireland
Caretaker - Westside,5092814215,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General duties:Getting familiar with organisation-s policies and procedures, data protection guidelines and Health and Safety Statementr>Maintaining confidentiality about the young persons- and employees- personal and other sensitive informationr>Attending mandatory and job related trainingsr>Participation in staff planning meetingsr>Ensuring the organisation-s resources are used judiciously and avoiding resource wastager>Care taker dutiesr>Ensure buildings and work places are safe and comply with the requirements of Youth Work Ireland and GAP Health and Safety Statement and policyr>Inspect all rooms daily for health and safety issues and report findings to supervisorr>Ensure rubbish bins are left out for collectionr>Ensure litter is placed securely in outdoor binsr>Assist the with general up-keep of the building:Maintain toilets ensuring they are free from blockagesr>Maintain all electrical equipment ensuring necessary spares, such as light bulbs and other are availabler>Replenish necessary domestic supply stocks as neededr>Maintaining Good Housekeeping - keep all areas clean and tidyr>Other work be assigned by the supervisor as necessary to maintain the property and workplaces in good orderr>Necessary skills for the position:Attention to detailr>Reliability and punctualityr>Some DIY skillsr>Other requirements:Garda vetting is required for this positionr>Maria Lyng, CE Supervisor cepervisoryouthworkgalway or 7013951 no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Rahoon Road Galway Ireland,Ireland
Landscape Gardener_ Headford Area,5096508243,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the Register your interest button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:Landscaping and gardening , mowing of pitches , lining of pitches, painting and decoratingr>Own transport is desirabler> ""dfoxheadfordcommunity"" no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Headford Galway Ireland,Ireland
Pitch Maintenence & Caretaker Duties,5102093897,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include maintaining and upkeep Soccer clubs to include - clubhouse, pitches, pitch lining and surroundsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Renmore Avenue Galway Ireland,Ireland
Gardner / Landscaper,5102093817,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Letterfrack Galway Ireland,Ireland
Caretaker - Westside,5109254940,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General duties:Getting familiar with organisation-s policies and procedures, data protection guidelines and Health and Safety Statementr>Maintaining confidentiality about the young persons- and employees- personal and other sensitive informationr>Attending mandatory and job related trainingsr>Participation in staff planning meetingsr>Ensuring the organisation-s resources are used judiciously and avoiding resource wastager>Care taker dutiesr>Ensure buildings and work places are safe and comply with the requirements of Youth Work Ireland and GAP Health and Safety Statement and policyr>Inspect all rooms daily for health and safety issues and report findings to supervisorr>Ensure rubbish bins are left out for collectionr>Ensure litter is placed securely in outdoor binsr>Assist the with general up-keep of the building:Maintain toilets ensuring they are free from blockagesr>Maintain all electrical equipment ensuring necessary spares, such as light bulbs and other are availabler>Replenish necessary domestic supply stocks as neededr>Maintaining Good Housekeeping - keep all areas clean and tidyr>Other work be assigned by the supervisor as necessary to maintain the property and workplaces in good orderr>Necessary skills for the position:Attention to detailr>Reliability and punctualityr>Some DIY skillsr>Other requirements:Garda vetting is required for this positionr>Maria Lyng, CE Supervisor cepervisoryouthworkgalway or 7013951 no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Rahoon Road Galway Ireland,Ireland
Gardener/Caretaker,5114010716,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General maintenance and caretaking of public gardenultivating flowers, shrubbery and flower bedsutting grass, cutting and trimming hedgeseeding, pruning, collecting rubbish and general care of the gardenr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Salthill Galway Ireland,Ireland
Maintenance Caretaker,5102093427,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groups. Your eligibility will have to be verified by the Department. You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centre. Applicants should supply suitable character references and be prepared to complete a Garda vetting application form. Duties Community Centre Caretaker required for Leitrim Community Centre. Duties will include maintaining the dressing rooms, cleaning the main floor and communal areas, assisting with maintaining the gym facilities, reporting any maintenance issues to committee members etc. are flexible and various training opportunities will be offered to participants. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Leitrim Killeen Galway,Ireland
Caretaker GFC Magheracloone,5061691005,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cutting grassMaintenance duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Magheracloone Knocknacran West Monaghan,Ireland
Caretaker Lower Magheracloone,5061691007,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cutting grassMaintenance duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Magheracloone Knocknacran West Monaghan,Ireland
Corduff GFC caretaker,5061691003,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cleaning dressing rooms - painting - light maintenance duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Corduff Monaghan Ireland,Ireland
Men's Shed Caretaker,5064319022,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Planning and organising programme with Committeeupport FRC in delivery of theirprogrammensure H&S is applied to max levelnsure premises is secure when not in user>Support CE Supervisor when requiredupport Tutors with delivery of coursesr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clones Monaghan Ireland,Ireland
Caretaker Grounds Persons Inniskeen Pitch & Putt,5064318841,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General ~Maintenance and upkeep of Inniskeen Pitch & Putt Course, grass cutting, strimming, litter control maintaining all planted areasr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Inniskeen Candlefort Monaghan,Ireland
"Caretaker, Community Gardens, Castleblayney",5090261372,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General gardening duties and maintenance of community gardens, no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Castleblayney Moraghy Monaghan,Ireland
Caretaker - Aughnamullen Church & Parochial Grounds,5090261374,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include grass cutting, litter control, painting and maintenance of Church & Groundsll tasks as assigned by the CE supervisor when requiredr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Aghnamullen Monaghan Ireland,Ireland
Caretaker,5090261355,"Application Details Share Eligibility to participate on CE is linked to those who are years or over receipt of a qualifying social welfare payment for 1 year or more or 18 years er for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references prepared to complete a Garda vetting application formr> Duties Duties; To assist with general maintenance keep of the Community Center, to facilitate the delivery of actions tivities in the center, to a responsible person with good communication skills, to be able to work on own initiative attend all appropriate meetings / training your local DEASP Employment Services/Intreo Office to check your eligibility apply for this vacancyob Reference Number will be requiredligibility to participate on CE is linked to those who are years or over for the Childcare, Health cial Care sectors ears of age or over for all other areaspplicants must also be in receipt of an Irish social welfare payment for 1 year or morer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Bluebell Dublin Ireland,Ireland
Caretaker Oram GFC,5090261373,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Grass cutting, general maintenance of football pitch and grounds no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Oram Monaghan Ireland,Ireland
Caretaker - Donaghmoyne Village Area,5090261375,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Caretaker required for the Donaghmoyne Village Areaeneral maintenance duties as required day to dayr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Donaghmoyne Monaghan Ireland,Ireland
"Caretaker, Muckno Parish, Oram Church & Grounds",5090261377,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include grass cutting, litter control, painting and maintenance of Church & Groundsll tasks as assigned by the CE supervisor when requiredr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Castleblayney Moraghy Monaghan,Ireland
"Caretaker/Cleaner Blayney Blades Women's Group, Castleblayney",5090261371,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General cleaning and housekeeping duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Iontas Centre Conabury Monaghan,Ireland
Caretaker Magheracloone Lower,5096554121,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Cutting grass -light maintenance duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Drumgossatt Drumgoosat Monaghan,Ireland
Magheracloone GFC Caretaker,5096554120,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Pitch maintenance duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Knocknacran Knocknacran East Monaghan,Ireland
Caretaker Lisdoonan Centre,5098189168,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Lisdoonan Creevy Monaghan,Ireland
Caretaker Grounds persons Inniskeen Grattans GFC,5103982710,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General Maintenence of the Facilities and playing fields Cleaning indoor areas and stands, cutting grass litter control no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Inniskeen Candlefort Monaghan,Ireland
Caretaker Inniskeen Community Center,5103982709,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General Maintenance and upkeep of Inniskeen Community Center, Cleaning all areas of the facilities and setting up for meetings and functionsr>Maintaining all outdoor areas and walkways no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Inniskeen Candlefort Monaghan,Ireland
General Caretaker,5117590983,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties to include:General cleaning, light maintenance, car park duties, some reception dutiesround keeping, room set up and break downbr>roles in Sandyford, Belarmine, Rathfarnham, Ballinteer no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Sandyford Dublin Ireland,Ireland
Caretaker,5114010602,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General caretaking duties for Astro Turf and Playground based in Kilkee Clare no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Kilrush Drimna Clare,Ireland
"Caretaker / Cleaner - CE Scheme Scoil Beag, Kilcurry",5055812076,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties The position will be in the above areahis is a developmental opportunity, no experience is necessaryccredited training will be provided to support your careeruties:Day to day caretaking and cleaning Eveningspplicants must supply suitable character references and be prepared to complete a Garda vetting application form your local DSP Employment Services/Intreo Office to check your eligibility and to apply for this vacancyob Reference Number will be requiredligibility to participate on CE is generally linked to those who are years or over for the Childcare, Health and Social Care sectors and 25 years of age or over for all other areaspplicants must also be in receipt of an Irish social welfare payment for 1 year or morer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dundalk Louth Ireland,Ireland
Caretaker Kilkerley Community Center,5053432935,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties General Maintenance and upkeep of the interior of the buildingbr>Cleaning all rooms within the facilitybr>Setting up for meetings and functionsr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Kilkerley Kilcurly Louth,Ireland
Caretaker/Cleaner - CE Scheme,5061690942,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:the cleaning and maintenance of a busy community centrer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Shankill Dublin Ireland,Ireland
Caretaker/ Cleaner 3,5057120839,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Droichead Arts Centre is a multi-disciplinary arts centre which presents, promotes and nurtures the arts within Drogheda and the surrounding region The caretaker is responsible for opening/locking up of Arts Centre, maintaining the highest standard of cleanliness and hygiene throughout the buildings, some light maintenance, maintaining a welcoming and friendly atmosphere for customers attending events, and overseeing audience flow throughout the Front of House Area and into the Venuecontact Tony Conaghy tconaghydroicheadm 9833946 no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Drogheda Louth Ireland,Ireland
Environmental Worker / Caretaker -Mattock Rangers GFC,5064318804,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Duties will include:grass cutting; litter control; flower planting; painting and general maintenanceocation:Mattock Rangers GFCr> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Collon Louth Ireland,Ireland
Caretaker/Gardener,5064318837,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintaining graveyard - cutting grass, weeding, pruning, litter controleeping pathways cleareneral light maintenancer> no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Ravensdale Drumnacarra Louth,Ireland
Caretaker/Gardener,5064318836,"Application Details Share Eligibility to participate on CE is generally linked to those who are years or over and in receipt of a qualifying social welfare payment for 1 year or more or 18 years and over for certain disadvantaged groupsour eligibility will have to be verified by the Departmentr> You can register your interest by selecting the -Register your interest- button or you can a case officer in your local Intreo Centrer> Applicants should supply suitable character references and be prepared to complete a Garda vetting application formr> Duties Maintaining graveyard - cutting grass, weeding, pruning, litter controleeping pathways cleareneral light maintenancer>This position is in Lordship Dundalk, Co Louth no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Lordship Rampark Louth,Ireland
