title,ad_id,desc,city,country
Custody Client Service VP,5224046288,"The Customer Service Senior Manager is a senior management - level position responsible for accomplishing results through the management of a team or department to drive client resolution and support activities in coordination with the Customer Service team. The overall objective of this role is to drive the seamless delivery of customer service support to external clients. Responsibilities:Manage one or more teams in servicing and/or sales as well as complex and variable issues with significant impact over department(s) Evaluates team’s performance, make recommendations for pay increases, hiring, terminations and other personnel actions and maintain appropriate staffing requirements to meet operational needs, manage team to meet goals within the budgetMonitor, research and evaluate technological advances in the industry to identify appropriate alternatives for enhancing current department operations and evaluate cost/benefits, make recommendations, develop and oversee implementation plansDemonstrate a comprehensive understanding of how own area collectively integrates to contribute to achieving overall business goals; requires basic industry knowledgeProvides evaluative judgment based on analysis of information in complicated and unique situations, identify and analyze escalated problems and provide guidance to team members for resolutionNegotiate solutions and acts as a liaison with internal and external customers, as necessaryResponsible for delivery of end results, shared responsibility for budget management and accountable for resource planningEnsure essential procedures are followed, contribute to defining standardsDevelop and implement effective policies and procedures to ensure timely, accurate, cost effective and customer service meets or exceeds client expectationsAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency, as well as effectively supervise the activity of others and create accountability with those who fail to maintain these standards. Qualifications:6 - 10 years of relevant experienceExperience interacting with large corporate and government clientsSenior management experienceConsistently demonstrate clear and concise written and verbal communicationEducation:Bachelor's degree/University degree or equivalent experienceMaster's degree preferred - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Job Family Group: Customer Service - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Job Family:Institutional Customer Service - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Time Type: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - C no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Direct Custody Client Service,5224045251,"Responsibilities:Manage a portfolio of high - profile clients, ensuring queries are acknowledged, investigated and resolved timely and professionally and in line with departmental standardsDevelop and maintain client portfolio through regular calls and face to face interaction, as neededEnsures customer inquiries are answered in an efficient and timely manner, maintaining compliance with departmental standardsInform clients about problems (system failures, market issues) and provide regular resolution updatesAdvise on and advocate the implementation of process improvement and reengineering to improve client experienceMaintain knowledge of new market and regulatory requirements affecting client portfolio/baseEscalate customer feedback, processing delays and errors appropriatelyConduct necessary analyses to resolve problems, liaising with internal teams on escalation, as necessaryComplete tasks such as reviews, audit preparation, capacity planning, reporting and maintain control environmentParticipate in and advise on inquiry - volume reduction, client experience initiatives and cross - departmental initiativesCommunicate resolutions to clientsAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency. Qualifications:Previous relevant experience preferredExperience in customer serviceProven investigative, analytical and risk management skillsDemonstrated ability to present concepts and influence/lead changeConsistently demonstrate clear and concise written and verbal communicationConsistently deliver high - quality customer service with focus on building client relationship and achieving quality resultsEducation:Bachelor's degree/University degree or equivalent experience - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Job Family Group: Customer Service - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Job Family:Institutional Customer Service - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Time Type:Full time - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - C no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner,5225620851,"G4S Secure Solutions (Ire) are currently recruiting Part-Time Cleaners for our client site based in Dublin for an immediate start. Main purpose of position: To provide a high quality standard of cleaning services while working on one’s own initiative. To maintain a clean hygienic and safe working environment at all times and to ensure that all work is carried out in accordance with daily operating procedures. The successful candidate will report to the cleaning supervisor on site Main Responsibilities: Mopping Floors Vacumming Floors Buff Floors Empty Bins Dispose of Rubbish Bags Clean toilets and Bathrooms Cleaning of Canteen Areas. Benefits: Full-time and part-time contracts of employment Life Assurance Progression, training and development opportunities Pension Scheme after 6 months service Group health scheme Eye care vouchers SIPTU Representation Rights Life advice and counselling service Service awards recognition scheme Internal recognition schemes Bicycle to work scheme Tax saver travel scheme Charitable givingMust have the following requirements: Good Level of English Be available to work Monday-Sunday (mornings & evenings) Good customer service skills Experience preferable but not necessary Valid Visa to work in Ireland Advanced Search: Afghanistan Angola Argentina Australia Austria Bahrain Bangladesh Barbados Belgium Botswana Brazil Cameroon Canada Chile China Colombia Costa Rica Cyprus Czech Republic Denmark Dominican Republic Ecuador Egypt El Salvador Estonia France Gabon Gambia Ghana Greece Guam Guatemala Guinea Hong Kong Hungary India Isle of Man Indonesia Iraq Ireland Ivory Coast Jersey Jordan Kenya Kuwait Latvia Lebanon Lesotho Lithuania Luxembourg Macau Madagascar Malawi Malaysia Mali Malta Mauritania Mexico Morocco Mozambique Namibia Nepal Netherlands New Zealand Nicaragua Nigeria Oman Papua New Guinea Paraguay Peru Philippines Puerto Rico Qatar Romania Saudi Arabia Serbia Sierra Leone Singapore Slovakia Slovenia Somalia South Africa Taiwan Thailand Trinidad and Tobago Uganda United Arab Emirates United Kingdom United States Uruguay Zambia South Sudan no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Dublin,Ireland
Crew Member - Nutgrove,5229476013,"Position Description Join us and you'll become part of a crew, or a team, that works together to provide the best customer service . If you've visited one of our restaurants before, you’ve probably got some idea of what's involved in working here. But you might not realise the variety and scope of the role. We want every McDonald's customer to have a brilliant experience, every time they visit. That means hot food in a clean and friendly restaurant. As a Crew Member, you'll make it happen, whether you're preparing food, serving on the till or being out in the dining areas looking after our customers' needs. A franchised restaurant is a restaurant operated by a local business person trading under the McDonald's name. Currently most of our restaurants in Ireland are franchised but from a customer point of view there's no difference. Position Requirements Quite simply, you'll be working in our fast moving, high energy environment and we’re looking for a genuine smile plus an ability to connect with customers and make them feel valued. Position Attributes To join us as a Crew Member you’ll need to be confident in approaching and dealing with diverse groups of people. Friendly, courteous and helpful behaviour will come naturally to you and you’ll work well as part of a team. Effective communication skills such as attentive listening, face-to-face verbal communication and eye contact are a must. You’ll also need to understand the importance of maintaining high standards of quality and service as well as cleanliness. The ability to maintain high energy levels whilst working both efficiently and productively is essential. Finally, your appearance should be smart and clean. Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Custody Client Service Supervisor – Exclusive (LC160958),5230314158,"About my Client My client, a long established independent Financial Services provider is currently seeking to add to their Leadership Team. A company with an impressive heritage, excellent reputation for not only work/life balance, but also one with an extremely capable and experienced Senior Management team who have well defined plans for team and company growth in their mid-sized Dublin Office. About the Role This hire is arising due to team expansion, and due to growth of existing business and pipelined new business. Reporting to the Custody Manager, you will be responsible for delivery of exceptional administrative services to a range of clients. You will act as relationship manager to key clients, and have oversight duties for the quality of the team’s service delivery – transaction management, settlements, trade management, working with sub-custodians, assisting in new fund launches, process improvements and business transformation. About You You’ll be an ambitious Senior Analyst or Supervisor with around 3 years of experience in Global Custody, from a Fund Administrator, Asset Manager or Bank. You will be skilled in time management, building relationships with clients and your colleagues and have the ability to research, analyse and provide solutions for client needs. If you are interested in making this position yours, please contact Larry McCowen, click apply below Voted Best in Practice Accounting & Finance 2017, 2015 as well as 2013 & 2012, Quest is a team of experienced and professional Financial Recruiters dedicated to recruiting Financial Services Professionals. Our reputation for consistent delivery and extensive industry knowledge is second to none. We continue to look to the future; striving to improve continuously on our quality of service and passion for delivery. Tagged as: custody, Investor Services, settlements, Transfer Agency My client is a is a leading global provider of asset management and investment technology solutions and is looking for... About my Client My client, a long established independent Financial Services provider is currently seeking to add to their Leadership... About my Client My client, a long established, independent Financial Services and Fund Administration provider is currently seeking to add... The Role: The Real Estate Investment Fund Services (REIF) is a business line within our clients’ Fund Services; which provides... Introduction: Recognising the demand among fund managers to utilise a regulated partnership vehicle, a number of important enhancements have recently... About my Client My client, one of the world’s largest banks, provides Fund Administration and Asset Servicing to a suite... Job Title: Custody Client Service Supervisor – Exclusive (LC160958) no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Custody Client Services Supervisor (LD160916),5230314152,"Role: The Client Service Supervisor directs client servicing team resources to achieve overall client satisfaction and serves as a point of escalation for complex issues. The individual focuses on the Fund Accounting, Administration and Custody disciplines and the applicable product offering for assigned client relationships. S/he will manage day to day activities for assigned client relationships and perform oversight of product offerings to support high client satisfaction. Responsibilities: Field and respond to client inquiries and escalated issues and serve as the point person for senior level client contacts Coordinate and participate in client meetings and deliverables Work closely with internal Teams to ensure timely resolution of client inquiries and improvement of services levels Serve as a key point of contact for external clients with regard to daily servicing inquiries Develop key internal relationships to proactively aid in the resolution of client issues Build overall credibility and foster trust with clients Oversee activities of assigned client relationships and accounts to ensure client satisfaction is achieved Provide oversight and coordinate execution of periodic fund events, conversions or account launches with the appropriate internal departments Ensure adherence to all established procedures, controls and best practices Maintain oversight of internal exception reporting and escalate issues that may impact client servicing Utilize relevant internal technology solutions to effectively manage client inquiries and support client servicing deliverables Identify ways to improve productivity and efficiency to enhance client experience Participate in intra/inter-departmental projects and initiatives Recognize opportunities to achieve greater internal operational effectiveness Assist in the coordination of new business, product implementations and conversions Conduct annual performance appraisals and provide regular feedback based on development plans for direct reports Provide training to direct reports for the skills necessary to perform relevant job functions Participate in the interview and selection process for job applicants, and assist new staff members in learning job specific tasks Remain knowledgeable of changing industry initiatives and the regulatory environment Qualifications: BA/BS degree (business/finance/accounting concentration is preferred), or equivalent work experience Minimum of 3 to 5 years of financial services experience Prior experience working in a client servicing focused work environment Ability to prioritize and quickly resolve client needs Ability to multitask, prioritize assignments and work quickly and accurately in a deadline oriented environment Ability to communicate effectively with both verbal and written skills Comprehensive working knowledge of Microsoft Office Products Technical proficiency in internal and/or web based systems a plus Strong analytical ability Ability to work in a collaborative environment that requires collaboration with multiple teams Knowledge of corporate actions, equity, fixed income, derivative investments and emerging markets In-depth knowledge and understanding of various securities options, accounting standards and ongoing regulatory changes If you are interested in making this position yours, please contact Louise Delaney, click apply below Voted Best in Practice Accounting & Finance 2017, 2015 as well as 2013 & 2012, Quest is a team of experienced and professional Financial Recruiters dedicated to recruiting Financial Services Professionals. Our reputation for consistent delivery and extensive industry knowledge is second to none. We continue to look to the future; striving to improve continuously on our quality of service and passion for delivery. The Financial Reporting Specialist will be responsible for the preparation and review of the Financial Statements and co-ordination of the... This role will be responsible for maintaining the records of the clients and being the point of contact between the... The Client: Our client has a particular business line within Real Estate currently and is looking for a VP who... About my Client My client, a long established, independent Financial Services and Fund Administration provider is currently seeking to add... The Company: My client is looking for a AVP Private Equity Fund Accounting Manager for their growing team in Dublin.... About my Client My client is a leading provider of Administration, Banking and Corporate Services to diverse Financial Services industry... Job Title: Custody Client Services Supervisor (LD160916) no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner,5230574464,"Cleaner required for office cleaning based in Dublin 2. Must have at least a minimum of 1 year of cleaning experience. Fixed hours at 16.5 hours per week. (9am-2:30pm Monday, Wednesday and Friday). Rate of pay depends on experience, starting at â‚¬12 p/hr. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Temporary Cleaners,5234877391,"Description:Here at Osborne we take on a variety of Temporary Roles for both General Cleaners and Industrial Cleaners and we are currently seeking candidates to join our temp team. These roles can vary in length so we are looking for candidates who are available for an immediate start and fully flexible. The location of these roles can vary in location from Dublin south, Dublin 11, 12, 10, 15, 22 and 24 and into surrounding areas in Co. Meath . Due to the location of these roles your own transport would be an advantage but not essential. Key Requirements: Minimum 6 moths experience as a Cleaner Valid Safe Pass and Manual Handling Certs Strong Verbal and Written English Staff MUST have Safety Steel Toe Boots Must have a Strong work ethic , a professional and flexible attitude along with proven reliability in a previous role. Own transport would be a distinct advantage but not a requirement. Benefits & Reasons to temp with Osborne Recruitment: NRF Winner for Best in Office & Secretarial A personal approach from your consultant which puts you in charge of your career Exposure to different sectors and some of the top companies in Dublin Weekly payroll Keep your CV and skills active Flexibility and reliability Short and long term assignments Excellent hourly rates Temp of the Month competitions Possibility of a temporary booking leading to permanency! no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner - Part Time - Temporary,5234870467,"Job OverviewFRS Recruitment are currently recruiting a Part Time Cleaners for temporary positions with immediate start in Dublin 2 & Dublin 12.DutiesCleaning offices and canteens on the site;Cleaning kitchen and toilet facilities;Changing bins, sweeping and mopping floors;Cooperating with safe working practices. Requirements:Experience in the provision of cleaning service . Candidates will need to be available immediately. Valid Manual Handling Cert. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK. This is a part-time job.",Dublin,Ireland
Milano Cleaner,5234872470,"Your career. Made by you. Your safety and job security – we know these matter to you, possibly more than anything else at the moment. We want to assure you that all of our pizzerias are Covid secure and we have a range of measures in place to keep both our customers and teams safe. These include; social distancing, daily and weekly health and wellbeing checks with our teams, regular wellbeing checks that include open honest dialogue, a digital menu and cashless payment, hand sanitiser stations, a culture of handwashing on top of normal handwashing that is needed to maintain food safety standards, and enhanced cleaning regimes and sanitisation. We were recently bought by new owners, who have looked after our teams during the Covid lockdowns and have committed to further investment in our pizzerias in the coming months and years. We have exciting times ahead; come and be part of the journey. What’s in it for youWhatever you’d like to get from your job with us, we’ll support and empower you, from progression and development, to financing your studies or holiday spending money. What you get here, is made by you. Your role in our teamYou’re the backbone of our team, making sure our restaurants are sparkling clean and ready to wow our guests. If you’ve a passion for high standards, food or just an interest in learning we can help you develop a career where the sky’s the limit. We offer fully paid training, that can teach you everything you need to know to work in one of our kitchens. Who we areBe part of a team that has raised €200,000 for Enable Ireland and help shape our future. With 19 restaurants and lots of growth plans, our passion for our people and creating hand crafted, authentic pizza remains the same. From our teams, to our customers, at Milano we’re all about having Good Times. Together. BenefitsWe offer a starting hourly rate of €10.10 but with plenty of ways to progress your career into senior kitchen, supervisory or management roles there’s lots of opportunity to earn more! • Free food on shift • 50% discount off your whole bill when dining in our restaurants (yes, drinks included too!) • Benefits portal with discounts across online and high street shops • Paid training, ongoing development and opportunities • Pension • Life insurance • Employee support service for all our team and your families We’re proud of every one of our team members, and we value the unique story that each of us brings. Our diversity makes us stronger, and we believe that sharing and supporting what matters to us helps to break down the barriers that stop us all from truly belonging and connecting. Inclusivity and respect are at the heart of our business and are valued by our teams, customers and suppliers. PizzaExpress and Milano is a place where everyone is welcome, and everyone belongs. As such, we assess each application on the aptitude to do the job and nothing else. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dundrum,Ireland
Cleaning Operative Malahide,5234870602,"Multi award winning Derrycourt Cleaning Specialists are seeking Cleaning Operatives/Cleaners to join our well-established and fast-growing business. Shift : Monday - Friday 16:00 - 21:00 Location: MalahideBenefits of working with Derrycourt Cleaning Specialists as a Cleaning Operative/CleanerCompetitive rates of payDerrycourt Cleaning Specialists provides our Cleaning Operatives/Cleaners with full training programmes including 1-day Induction, Manual Handling, Infection & Prevention Control along with further specialised training. UniformRequirements for the Cleaning Operative/Cleaner JobMust be fully flexible and available to work full time hoursPrevious experience preferable but not essential as training is providedGood level of English is essentialApplicants must be legally eligible to work in IrelandWillingness to undergo Garda VettingFull uniform and identification must be worn while working at sitesAdherence to all health and safety policies and proceduresSample duties for the Cleaning Operative JobDaily Cleaning duties in accordance with cleaning checklist and work scheduled devised per client siteCleaning heavy equipment from the Bakery department. Empty BinsVacuum & wash floorsDusting of window ledges, rails, skirting and glass panelsToilet area cleaningUse of Cleaning Machinery to include Buffer and/or Scrubber Dryer, VacuumAll applications for the above advertised job for Cleaning Operative/ Cleaner will be treated with the strictest of confidence. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaning Operative Clonskeagh,5235760930,"Multi award winning Derrycourt Cleaning Specialists are seeking Cleaning Operatives/Cleaners to join our well-established and fast-growing business. Shift: Monday - Friday 13:00 - 18:00. Location: ClonskeaghBenefits of Healthcare Cleaning Operative/CleanerCompetitive rates of payDerrycourt Cleaning Specialists provides our Cleaning Operatives/Cleaners with full training programmes including Induction, Manual Handling, Infection & Prevention Control along with further specialised training. UniformDerrycourt Cleaning Specialists are a leader in a career progression and as part of the Derrycourt team you will have opportunities to progress your career. Requirements for the Healthcare Cleaning Operative/CleanerIdeally you will have previous cleaning experience, however training is provided by the companyGood level of English essentialApplicants must be legally eligible to work in IrelandWillingness to undergo Garda VettingFull uniform and identification must be worn while working at sitesAdherence to all health and safety policies and proceduresDepending on your work location, you may be required to work alone or as part of a teamPrevious cleaning experience in a healthcare environment (preferred)Key Information for a Healthcare Cleaning Operative/CleanerAs an operative you will be working in a healthcare environment and required to clean clinical , office and common areas including toilets. Duties include: Surface cleaning , infection control procedures, working with chemicals and operating cleaning machinery such as vacuums, buffer, i-mops. (Training will be provided)The above is only a sample of cleaning duties and a full list will be provided to you at interview stage. All applications for the above advertised job for Cleaning Operative will be treated with the strictest of confidence. Only shortlisted candidates will be contacted for interviews. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Clonskeagh,Ireland
Industrial Cleaner,5236718157,"Industrial Cleaning Operative – Broadline Recruiters are delighted to announce we are currently recruiting for an Industrial Cleaning Operative at the home of one of Irelands leading food production sites in City West, Dublin. This position is Monday to Friday, and would suit organised, energetic person who takes pride in their work. The right candidate must be reliable, responsible, driven and hardworking, someone who can work independently as well as part of a team. Whilst Industrial Cleaning experience is beneficial but not essential as full training is provided to the right candidate. The role will involve but not be limited to deep cleaning of machinery on site, hygiene sanitising and cleaning of site production areas. Good command of the English language is also a requirement for this job. If you are currently seeking work and would like a role where you can learn and grow please contact us today. Roles and Responsibilities To clean and maintain all machinery on site. Periodic deep cleaning of production lines, and all areas in line with client specification. Use of the latest cleaning equipment, materials and innovation in support of best practise cleaning methodology. Adherence and compliance with Health & Safety processes and guidelines. To manage supplies and equipment needed for cleaning and maintenance duties. Inspections as required, escalating any issues where necessary. To ensure sufficient handover at the end of each shift, so that the incoming Facilities. Assistant is aware of any outstanding issues. Disposal of waste from the site in line with relevant regulations. Additional works as directed by Team Leader, Site Supervisor or Site Manager. Requirements 1 year Cleaning ExperienceValid Manual Handling CertificateValid HACCP Food Safety Level 12 working references. Previous Industrial Cleaning Experience would be an advantage not essential. Ambition and drive to work with a team or on your own. Benefits Full Training ProvidedFull time, Monday to FridayWeekly rosters IND18 no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Cleaner,5236722908,"Description:Osborne are currently recruiting for a cleaner for an immediate start in a commercial office setting located in Fitzwilliam Square, Dublin 2. This role is flexible in hours and will require 2-3 days work. The purpose of this Cleaner position is to assist the office to provide a high-quality cleaning service . Salary: €13-15p/h no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
EXPERIENCED HOUSEKEEPER,5236721195,"Essential Requirements: Previous Private House Experience, Drivers Licence, EU Passport, Flexibility to TravelEnergetic, pro-active, well organised, self sufficient, experienced Housekeeper to assist with the day-to-day management and running of a large family home in Dublin suburbs. There are 2 dogs and grown-up children who visit regularly. The average working day will be 10am to 6pm but with flexibility as needed. Working closely with the house manager. Duties will include but not limited to:* Ensuring the overall housekeeping function and smooth running of a busy household on a daily basis with responsibility for supervision of 2 cleaners. You will organise rota’s – arrange holiday cover and keep records.* Running personal errands and shopping for the family, as requested.* Ordering household items, as required* Overseeing weekly flowers; daily maintenance of the flowers* Coordinating with external suppliers such as dry cleaning/ Linen ironing service .* Ensuring all aspects of the house are in order; cleaned to a high standard and all rooms presented and comfortable. This is a hands-on position with detailed cleaning, washing, and ironing involved.* Feel comfortable dealing with specialist fabrics and surfaces* Packing and unpacking for travelling, as requested.* To be responsible for the family's wardrobe maintenance and organisation. This is a very busy, relaxed, and friendly household, but with high standards. This position is suitable for a flexible and dedicated person who is well organised and pro active, it may be necessary on occasion for you to travel to other homes ahead of the family both in Europe & USA. EU passport and driving licence essential. no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member-Northside Full Time Fully Flexible,5238541426,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Additional Information N/A Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member-Charlestown Full Time Fully Flexible,5238540063,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Crew Member-Gullivers Full Time Fully Flexible,5238539362,"Position Description What I Do • Deliver hot fresh food, in a clean and friendly restaurant, giving customers a great experience each visit, every time • Consistently deliver the highest standards of quality, service and cleanliness in the restaurant • Provide friendly, fast and accurate service Position Requirements Deliver A Great Customer Experience • Prepare the customer’s meal with care and respect – give your customers gold standard food and drink every time • Make it special – be welcoming, personalise your comments and connect with your customers • Make it genuine – give the customer your full attention, smile, use eye contact and body language that is enthusiastic and energetic • Adapt to each customer’s needs – give them an individual experience that exceeds their expectations, e. g.: o Be patient with customers who need help, offer to explain the menu o Get to know regular customers and treat them individually o Use positive gestures, e. g. offer to clear trays, help parents with pushchairs or make a child’s visit special • Use initiative and confidence when interacting with customers • Answer customer queries confidently and professionally – keep up-to-date with knowledge on our food and promotions • Treat all customers and colleagues with courtesy and respect • Work as a supportive team member McDonald's is an equal opportunities employer. Position Attributes Quality, Service & Cleanliness • Complete tasks and activities in line with training, company guidelines and management direction • Adhere to McDonald’s standards of quality, service and cleanliness • Follow all workplace safety, security and food hygiene procedures • Follow our guidelines and take pride in your personal appearance • Take responsibility for your training in all areas; look for opportunities to improve and develop Back to top no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
Housekeeping Assistant,5240704830,"We are looking for a Housekeeping Assistant to join our Dublin City teamDutiesCleaning Guest bedrooms and bathroomsClean and vacuum public areasObserve rules and regulations in regard to policies and health and safety guidelinesUphold high standards of customer service and respond to guest requests accordinglyLiaise with different departments regarding guest requests no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland
