title,ad_id,desc,city,country,date,sector
Dispatch,5495301790,"Come & join us at Donnybrook Fair! Donnybrook Fair Central Kitchen is a growing business that make large variety of fresh bakery, ready meals, pizzas & other delicious products for our Donnybrook Fair stores & selected Supervalu stores. We are currently recruiting for experienced Dispatch... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Bilingual Customer Onboarding Specialist - Spanish and English,5495341471,"Want to receive job alerts for similar jobs ? Advertisement report this ad Bilingual Customer Onboarding Specialist - Spanish and English Company : Siteminder Job Type : Full Time Galway , County Galway Apply Now Advertisement Job Description Bilingual Customer Onboarding Specialist - Spanish and English As our Customer Onboarding Specialist you be providing software training to our hotel customers across Europe via video where you'll use an engaging and informative style to ensure our customers understand how to use the products and benefit from all its features. We provide you with the product and internal software training and pair you with a seasoned buddy to perform mock training before we have you training our customers. All we ask of you is an amazing, go getting attitude and your passion for providing and striving for a positive customer experience (this we can't train!). Who we are Ever booked hotel accommodation on Booking.com, Expedia or TripAdvisor? Chances are, you’ve used SiteMinder. Our goal is to liberate hoteliers with technology that makes a world of difference, and we do that by helping them find and acquire guests online. We are the world’s leading guest acquisition platform for hotels, supporting 35,000 hotels in 160 countries to generate more than 87 million reservations on our platform each year. As Customer Onboarding Specialist your primary responsibilities will include: Qualify customer requirements, identify the appropriate set up requirements and prepare the customers for core product implementation Deliver a high standard of customer training on the chosen SiteMinder product via telephone or Skype Clearly communicate SiteMinder's support procedures to the customer to ensure their ongoing satisfaction with our customer service Take ownership of customer's problems and seek to identify, respond and resolve any customer issues The ideal candidate will possess: Fluent Spanish and English communication skills, both verbal and written (trilingual including Portuguese preferred) You will have proven customer service experience with a passion for providing a premium customer experience You are tech savvy with a sound knowledge of all things technology You have worked towards targets and are goal oriented but always thinking about the customer experience Experience in the hotel industry or in a SaaS company is a plus! How to apply Does this job sound like you? If yes, please apply with a copy of your resume and our Talent Acquisition team will be in touch. Why join SiteMinder HQ? At SiteMinder, you’ll do the best work of your career. We’re the trailblazers of our industry and our enemy is closed thinking, so you’ll have the chance to be creative and question the status quo. Every day, you’ll have new problems to solve - and meet new people to learn from. We continue to grow rapidly and we’re committed to supporting the learning you need as you grow with us. Apply Now Galway, County Galway How to get there? View similar Customer Service / Guest Services jobs below Advertisement Customer Service / Guest Services Salaries Jobs in Customer Service / Guest Services Similar Customer Service / Guest Services jobs in Ireland GrabJobs is the no1 job portal in Ireland, connecting you to thousands of jobs fast! Find the best jobs in Ireland, apply in 1 click and get a job today! no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
IT Support & Applications Specialist,5495274818,"IT Support & Application Lead Our clients, a Dublin 4 based Professional Services Firm, are looking to recruit an experience IT Support & Application Lead to join the IT team. This role is responsible for providing the delivery of the day-to-day maintenance and support for the IT environmen... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
German - Customer Success Associate,5495340190,"Are you a multicultural and international person? Who has marketing and customer care experience? This role is suited for you! In this role, you will focus on delivering an outstanding customer experience and driving digital marketing results for Small to Medium Business (SMB) customers. Besides this, the company is an equal opportunities employer and welcomes applications from all sections of society. Plus, you will work within a caring, multicultural, and full of career progression opportunities. The role responsibilities: Provide multilingual customer support and straightforward marketing advice to SMBs based in Europe, the Middle East, and Asia through different channels – live chat, email, and phone. Responsibility for helping SMB customers drive results via their marketing campaigns through consultation, education, and support Work with business customers to identify their growth/marketing plans and advise how to implement the product to achieve them. Provide product and tool support to improve the overall experience plus provide vital product insights and feedback on client products Competitive strive to exceed customer satisfaction ratings. Identify trends and solve problems facing multiple business customers. Experience and requirements : Success in this position requires exceptional customer service skills with a desire to optimize the efficiency of international businesses’ digital marketing campaigns. Minimum of 1 year’s prior work experience in the marketing or technology sector is desired. Familiarity with online advertising and social media products Fluency in English AND complete fluency in the German language Exceptional grammar and ability to produce emails efficiently. All candidates must have visas with stamp 1G or 4 or an EU passport. Your interest and skills: Demonstrates speed, agility, critical thinking, problem-solving skills, and ability to act quickly on given directions Has an interest in Marketing / Social Media Able to adapt to continuously evolving SMB needs to help clients grow their business on the advertising platform Professional customer service skills: solutions mindset, helping nature, passion for the customer, and customer experience Resolves customer issues, communicate to clients on progress, and identify areas where clients can improve how they use our solutions Self-driven with strong attention to detail and the ability to follow tasks through to conclusion Ability to multi-task and work under pressure Recruitment process: I will help prepare your CV to be sent to the company Call with Recruiter from Accenture + Online language test sent to you 1-Round Virtual Interview with On-site Team Leader On-boarding Process What we can offer you: • Competitive salary package • Excellent work opportunity in a leading multinational company with outstanding team culture and opportunities to progress within the organization • Continuous development of team members through paid training and a clear career path If you are more interested in what we can offer, do not hesitate to Apply Now or send your CV to ! no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Senior QA Specialist - Technical Support Packaging - Dublin …,5495291882,"The role: PE Global is currently recruiting for a Senior Quality Assurance Professional - QA Technical Support Packaging - on behalf of our client based in Dublin South. This is an initial 12 month contract role. Description: The Quality Assurance Technical Support (QA TS) Specialist is ... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Spare Parts Advisor / Customer Support,5495341432,"Our client is a well-established Irish company who have been leaders in the distribution of garden and grass care machinery for over 40 years. They are currently looking to recruit a Senior Spare Parts Advisor for their distribution centre in North Dublin. Requirements 3 years’ experience in a similar role, primarily dealt in spare part for machinery. Experience in the Garden Machinery industry is ideal but a similar industry such is automotive may also be suitable. The ability to read and understand parts illustrations and technical data is essential. Experience dealing with international suppliers and placing orders. Excellent customer service and telephone skills. Take phone calls from Irish and UK dealers, translate their requirement for parts into part numbers which can be inputted into our computer system. Input customer orders onto computer system from parts orders received from customers by e-mail with part numbers. Serve customer at the trade/retail counter as well as by phone and email. Follow up any queries (missing orders etc.) for the customer through to completion. Monitor parts requirement by weekly reports and placing orders with suppliers. For new products, assess each product and order the appropriate parts to ensure first class after sales service can be delivered. Hours 08:15 to 17:00 with 30 minutes for lunch APPLICANTS SHOULD BE LIVING IN THE NORTH DUBLIN AREA AND HAVE FULL WORKING STATUS FOR IRELAND AS WELL AS FLUENT ENGLISH. Job Features Job Category Customer Service, Logistics, Technical and Engineering Apply Online Full Name * Email Address * Message to us Consent for GDPR Purposes: * I consent to my personal details being processed by Bond Personnel to assist me in finding employment now or in the future. Bond Personnel Group | Sean MacBride House, 48 Fleet Street, Dublin 2 | Tel: (01) 8283460 no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Application Support Specialist,5495317604,"My Dublin City Centre based client is recruiting for an Application Support Specialist to join the team on a permanent basis. This role will be on a hybrid model. The candidate will be responsible for 2nd line Production Support, Systems, Business Analysis and testing support for all external app... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Fluent in Dutch- Customer Service Executive required!,5495354107,"Fluent in Dutch? Customer Service Executive required! Job Description The mission of the team seeking this role is to provide world-class support to customers of a well-known global gaming platform. This will be achieved through continuous learning, focused problem-solving, and the resu... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
"Customer Success Manager (DACH) Dublin, Ireland",5495329502,"About Datadog: Datadog is a best-in-class SaaS business, delivering a rare combination of growth, profitability, and stock market appreciation. Built by engineers, for engineers, our monitoring and security platform is used by organizations of all sizes across a wide range of industries to enable digital transformation, cloud migration, and infrastructure monitoring of our customers’ entire technology stack. We’re dedicated to creating, developing, and supporting our product and customers, allowing for seamless collaboration and problem-solving among Dev, Ops, and Security teams globally. Come join the team for an exciting opportunity to learn from top-level leaders and colleagues and grow alongside the company as we rapidly expand. The Team: Our sales team works with a best-of-breed product that solves real problems for our customers. Sellers follow a well-defined methodology that helps them identify the customer's unique needs and clearly convey the value of the Datadog product. Whether you're looking to learn from the best or be the best, the Datadog sales team is dedicated to furthering personal development and team success. Our team focuses on the long term strategic relationship with our customers. Through regular conversations, we build lasting and trusted partnerships to ensure they realise the value of our solutions. The Opportunity: Over the last six years our product has exploded in the market with year over year revenue growth. Today thousands of customers love and trust Datadog. We’re scaling our Customer Success team to proactively drive adoption across our existing customer base through on-boarding, up-selling and cross selling. You’ll advocate for the customer internally and focus on a positive customer experience. Check out some of our customer stories here . You Will: Partner with sales team to ensure smooth transition and on-boarding experience Responsible for the full and ongoing relationship with customers, encouraging increased adoption of our growing platform Act as advisor to customers to ensure they’re leveraging the solution effectively Leverage data to monitor general account health and identify usage trends to uncover upsell and/or cross sell opportunities Run the full sales cycle for any opportunity for any existing customer account Collaborate cross-functionally with internal Datadog teams (support, product, finance, and legal) to better support differing customer needs Effectively drive urgency and provide customers with a clear and easy experience Strive to meet and exceed key performance indicators for the CSM role to drive the business forward You Are: Customer-minded, always trying to provide the most value possible Passionate about building long term and lasting relationships Excited by working in an ever-evolving and fluid solution focused environment Driven by the ability to make a visible impact with your work A strong communicator with excellent attention to detail Experienced in independently negotiating contract terms and overcoming pricing objections for up-sell/cross sell activities Fluent in German Bonus Points: Have prior Customer Success and/or Sales experience Have experience dealing with DevOps stakeholders in the past Bold on the phones, and creative in your emails Experienced in the SaaS/cloud industry Familiar with Salesforce, Tableau and other industry specific programs Why You Should Apply: Continuous career development and pathing opportunities Sales training in MEDDIC and Command of the Message Product training to develop an in-depth understanding of our product and space Best in breed onboarding Internal mentor and buddy program cross-departmentally New hire stock equity (RSUs) and employee stock purchase plan Generous and competitive benefits Friendly and inclusive workplace culture #LI-LO1 Equal Opportunity at Datadog: Datadog is an Affirmative Action and Equal Opportunity Employer and is proud to offer equal employment opportunity to everyone regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, veteran status, and more. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. Your Privacy: Any information you submit to Datadog as part of your application will be processed in accordance with Datadog’s Applicant and Candidate Privacy Notice . no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Office Coordinator,5495310003,"Client Coordinator-Carrigtwohill, Permanent contract-Full-time Monday-Friday(flexible with starting time) Have you experience in customer service or administration? Our client a global supplies of adhesives, speciality chemicals and adhesive dispensing equipment are looking for an offic... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Cork,Ireland,2022-04-09,Customer Service & Call Centre
Customer Support Executive - Russian Language,5495330777,"Mail & Chat Customer Service | Currently looking for fluent Czech, Dutch, German, Hungarian, Polish, Russian, and Spanish speakers. | Open for candidates from abroad – relocation package included. ABOUT THE COMPANY At Covalen Solutions, we deliver global outsourcing solutions across our client portfolio which includes Fortune 500 companies. Covalen Solutions employs more than 90 nationalities from a variety of backgrounds who add immense value to our business. Collectively, we speak more than 55 languages. Our diversity empowers us to be brave, be proud, be wise, and exceed. THE ROLE - CUSTOMER SUPPORT EXECUTIVE The mission of the team seeking this role is to provide world-class support to customers of a globally well-known video gaming platform. This will be achieved through continuous learning, focused problem solving, and the resulting provision of consistently high-quality customer experiences. Key Duties and Responsibilities To handle queries via the client’s tools and systems (currently via ticket, or occasional email), in relation to user Accounts, potentially progressing to the handling of Billing questions, Purchase issues, Customer Order Management (changes, delays, non-deliveries, logistics), Technical and Game support, and any other area where support may be required by the client and their users. To manage queries end-to-end, providing regular updates to customers if required, and liaising with other partners/providers, where necessary. To have the ability and willingness to work within a system of continuous peer feedback. To pay attention to suspicious activities or contacts To proactively contribute to the achievement of agreed Service Levels To invoke any Escalation Procedures within defined timeframes, and proactively seek support from senior teams via appropriate methods, as required. To complete all training requirements deemed appropriate for the role, at induction and ongoing. To assist with new hire mentoring and integration, as the team grows. To perform any other ad hoc tasks as required for the execution of the client contract. Developing the relationship with the customers and increase the satisfaction of service Paying attention to suspicious activities or contacts Proactively contributing to the achievement of agreed Service Levels THE PROFILE Creative, enthusiastic, and customer-oriented with a minimum of 6 months of experience in customer service or related jobs Motivated and with excellent communication skills Able to prioritize own workload, work to strict deadlines and effectively manage time Fluent in English (C1 level) and one of the market languages (native or near-native level in oral and written communication): Czech, Dutch, German, Hungarian, Polish, Russian or Spanish FURTHER INFORMATION Permanent full-time contract with Covalen Solutions Working hours: 40 hours per week (5 days), Monday – Sunday *Earliest shift from 8am, latest shift till 5pm. Location: Trigon House, Sandyford, Dublin 18 – Temporarily Work from home BENEFITS (Terms and Conditions apply) Relocation Package – for candidates applying out of Republic of Ireland Medical Health Scheme Travel Saver Ticket Bike to Work Scheme Refer a Friend Bonus Scheme Employer Contribution PRSA Employee Assistance Program Staff Competitions Reward and Recognition Induction and Training Programme Training Library CANDIDTAES MUST HAVE: Ergonomically suitable home workspace without background noise or distractions. Efficient internet connection (minimum of 10MB download and 5MB upload speeds). Adequate home workspace to accommodate all IT equipment required. ***We can consider only candidates eligible to work full-time in Ireland. Thank you for understanding. *** no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Service Agent,5495278472,"Grant Thornton is Ireland 's fastest growing financial services firm delivering innovative solutions to clients across the country. Our Financial Services Advisory (FSA) division brings industry specific expertise to support our clients in navigating many challenges. At Grant Thornton our focus... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service
Customer Support Executive – German,5495329359,"Job Title: Customer Support Executive – German Reporting to: Team Leader Location: Dublin City, South Salary: Attractive salary + benefits – Mon-Sun – 8am-5pm Our client is a well-known company global gaming company who are seeking to employ a German customer support executive to join their growing team based in Dublin. You will manage a number of key clients and you will coordinator the customer service queries for customers. Responsibilities of the Role: Provide excellent customer care to internal & external clients. Build a positive and professional working relationship with colleagues internal and external partners. Support in training new staff members Coordinator and improve workflows and procedures. Ensure accuracy in all correspondence and update the system accordingly. Meet and exceed the conditions of company standards, ensuring that deadlines are met, guaranteeing customer satisfaction and retention Respond to customer enquiries efficiently and professionally and liaising with other departments for support to ensure sufficient response is delivered Other Ad hoc duties as required Requirements for the Role: Full fluency in English and German both verbal and written. Previous experience in a customer focused role (office environment ideally). Strong communication skills (verbal and written). Ability to work under pressure in a fast paced environment Excellent multitasking and time keeping skills If you are interested in this vacancy please apply to Emily Mason via the link below. Job Information Job Reference: BBBH11839_1638210578 Salary From: €31000 Salary To: €32000 Job Industries: Multilingual & Call Centre Job Locations: Dublin, Dublin City Centre Job Types: Permanent Job Skills: Fluent German, German, German Customer Service, German Sales Apply for this Job Name * Please enter your full name. Email * Enter a valid email address. Add your cover letter for supporting information here. Upload a CV * Upload your CV to accompany your application for this job. Please tick this box to consent to us using your data. How we use your data is outlined in our privacy policy * no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Business Support Specialist,5495290448,"Job Description Role: Business Support Specialist Duration: 6 months initially (potential to extend) Location: Dublin (Remote initially) Our client, a global financial services business are seeking to hire a Business Support Specialist on an initial contract basis to support their T... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
IT Technical Support Specialist,5496303979,"Our Client in Dublin 22 are looking for an I.T Technical Support Specialist.The ideal candidate will have excellent troubleshooting and problem solving skills and experience in both hardware and software support. Benefits Great annual leaves and pension Skill Sets: The candidate must also have the following skill sets: Strong customer focus; Strong people and issue management skills, knowledge of Service Desk principles; Working knowledge of Desktop Operating systems including Windows 10, and Mac OS; Ability to understand, support and troubleshoot various end-user applications, such as Microsoft Office suite, Cisco products, Antivirus, etc. Experienced in Backup and Recovery, and system's patching and upgrades; A knowledge of IP networks: TCP/IP, DNS, DHCP, routing, etc. Goal oriented and results driven with a strong desire to see tasks through to completion; Must be a highly effective communicator, with the ability to manage and implement necessary change, quickly and effectively, in a highly dynamic environment. Essential Responsibilities: The organisation runs an enterprise suite of applications including customer interfaces, partner portals, business analytics and SAP ERP to support a high volume, high revenue business. The role includes: Monitor and maintain system stability and performance of production systems; Desktop support (MS Office, Cisco UC, Antivirus, etc.); Users management across different systems and applications; Perform system software upgrades, testing, and coordination; Execute and monitor backups of business-critical systems on agreed schedule; Compete periodic data restoration tests and system patching; PC & server installation; Contribute to monthly reports on IT service statistics; Taking charge of incidents from triage to closure; Ensure compliance with company policies and procedures. Education / Professional Qualifications: *3-5 Years' experience in a similar role; *A recognised degree in Information Technology or Computer Science or equ Let us know what the problem is, we will review it accordingly. Don't forget to mention Vivastreet when you get in touch! no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
German Customer Support Specialist,5495335504,"I am recruiting for a passionate and empathetic person who is fluent in German and has a proven track record of going the extra mile for customers. You will be working for a top-ranked inbound marketing and sales platform multinational company that helps other companies and businesses to attract visitors, convert leads and close customers. You will be joining their growing team of Customer Support Specialists in Dublin, Ireland while working from the comfort of your lovely and relaxing home office. What is the Job? As our Customer Support Specialist, you will be the #1 go-to personfor product queries and technical problems for the company's top customers that are using the platform in the Germanmarket. You will strive to deliver a human and helpful support experience through creative problem-solving, a consultative approach, and a deep and thorough knowledge of how the tools works You can do this from the comfort of your lovely and relaxing home-office due to COVID-19 Every day you will... Develop a deep knowledge of the Company’s software to remove technical barriers for our customers and help them navigate a variety of tools Partner with customers to effectively resolve issues through phone, live chat, and email communications, adapting to fluctuations in the volume of incoming inquiries Partner with our product and engineering teams to identify and diagnose software issues to fix and improve the product experience for our customers Communicate thoughtful, empathetic, and complete resolutions tailored to each customer, enabling them to grow better Collaborate cross-functionally within company to more deeply engage customers with our platform, and improve the overall customer experience Show composure, resilience, and flexibility in a fast-paced ever changing environment, and also as an internal advocate for evolving customer needs. To thrive in this role, you must... Be able to fluently read, write, speak and comprehend the German and English language Listen to people and be open to new ideas Have a desire to make customers happier by interacting with you Think outside the box when faced with customers problems Be able to express an idea or thought in a clear way Why apply to this role you ask? Well... Permanent contract with an excellent competitive salary Career Growth and Progression opportunities A new, friendly, relaxed and unique office located that we can go back to when the world is back to normal. Amazing colleagues to learn from and enjoy company social outings, parties, and events Free breakfast, lunch, snacks and beverages Fully paid training on systems and tools Pension Health Insurance Life Assurance Long term illness cover 25 days holidays On-site gym and fitness workshop Healthcare services from day one Share options If you are interested in this position, please apply below or email your CV to for a confidential and professional career consulting service (free of charge). I will provide recruitment support such as your CV revision and interview coaching to find the ideal job for you. Keywords: Kunden, Kundenservice, Kundenbetreuung, Kundensupport, Support, Deutsch, Deutsche, Deutscher, Deutsche in Irland, Deutsche Jobs in Irland, Arbeiten im Ausland, Jobs im Ausland, Deutsche Stellen, Deutsche Jobs, German speaking jobs, German jobs, Work abroad, Germans Abroad, Germans in Ireland, Germany, Deutschland, Arbeiten in Irland, Working in Ireland, Technisch, technische, technischer, IT, Informationstechnologie, Information, Technologie, technischer Support, Software, Hardware, Computer, SAP,Galway, Dublin, Cork, Belfast, Limerick, Athlone, Helpdesk, 1st line , 1st-line, 2nd, erfahren, Arbeitserfahrung, erster Job, entry level, Arbeitsstelle, Eire, Ireland, Irland, irisch, irische, irish, Absolvent, Berufseinsteiger, Berufserfahrung, ohne, mit, Gehalt, Auslandserfahrung, ein Jahr in Irland, Möglichkeiten in Irland, allemand, German speakers, fliessend, Computer, Online, Kunden, Customer, customers, Irish, Irland, übersetzen, übersetzung, übersetzer, gehalt, Einkommen, Customers, customer service, customer service, online support, customer support, support, German, German, German, German in Ireland, German Jobs in Ireland, work abroad, jobs abroad, German authorities German Jobs, German Speaking Jobs, German Jobs, Work abroad, Germans Abroad, Germans in Ireland, Germany, Germany, Working in Ireland, Working in Ireland, technical, technological, technical, IT, information technology , information technology, technical support, software, hardware, computer, SAP, Galway, Dublin, Cork, Belfast, Limerick, Athlone, Helpdesk, 1st line, 1st-line, 2nd, learn, work experience, first job, entry level, work location, Eire, Ireland, Ireland, irish, irish, graduates, young professionals, professional experience, without with, content, experience abroad, a year in Ireland, facilities in Ireland, allemand, German speakers, fluent, computer, online, client, customer, customers, Irish, Ireland, translating, translation, translator, salary, income no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Multilingual Senior Technical Support Specialist ? Service …,5495342465,"Multilingual Senior Technical Support Specialist – Service Management Looking for candidates with good time management skills and who can manage a challenging, fast paced and a dynamic environment. As a Senior Technical Support Specialist in our Service management Team , you will enable our customers with your passion and knowledge of the client’s Platform and Applications. Our client provides cloud‑based platform and solutions to deliver digital workflows that create great experiences and unlocks productivity for employees and the enterprise Responsibilities: Providing support to users/administrators of our client’s platform · Work on technical and non-technical projects. Create knowledge base materials dedicated towards operational efficiency. · Experience assessing, troubleshooting, resolving and providing root cause analysis. · Opportunity to become Subject Matter Expert in assigned areas of product functionality. Share and deliver knowledge sessions with peers globally. · Opportunity to create scripts to automate repetitive tasks or scripts to enable faster troubleshooting. · Development and mentoring of team members in various technologies and the platform. · Communicate with customers and our teams through various channels. Requirements: · Bachelor's in Computer Science (or related technical degree) or 3+ years of related experience within technical support or software coding environment · 3+ years of demonstrated ability to troubleshoot difficult technical issues quickly and effectively in a Support, Development or equivalent role. · Strong Experience with relational databases (e.g. MySQL, Oracle) · Experience writing or debugging Object Oriented code (Java preferred, other relevant technologies are welcome) · Working knowledge of the components in a web applications stack, and the ability to debug web applications using Developer Tools · Understanding of basic networking and system administration UNIX/Linux/Windows We offer: · Location: Dublin – Role is Based in office. Working remotely not applicable. · Access to a variety of benefits along with shift allowance · Fantastic opportunity to work and develop your career in one of the leading international companies. If you would like to hear more about this role, please contact me at or If you know someone that would be interested, please feel free to pass my contact details. By submitting your details you agree to our T & C no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Care Representative,5495307334,"Customer Care Representative Responsibilities * Learn the fundamentals of working in a successful supply company within the construction industry at a very exciting time in terms of growth and demand. * Be the company's primary contact for a selected range of important customers. * Partn... no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
IT Technical Support Specialist,5495355252,"Our Client in Dublin 22 are looking for an I.T Technical Support Specialist.The ideal candidate will have excellent troubleshooting and problem solving skills and experience in both hardware and software support. Benefits Great annual leaves and pension Skill Sets: The candidate must also have the following skill sets: Strong customer focus; Strong people and issue management skills, knowledge of Service Desk principles; Working knowledge of Desktop Operating systems including Windows 10, and Mac OS; Ability to understand, support and troubleshoot various end-user applications, such as Microsoft Office suite, Cisco products, Antivirus, etc. Experienced in Backup and Recovery, and system's patching and upgrades; A knowledge of IP networks: TCP/IP, DNS, DHCP, routing, etc. Goal oriented and results driven with a strong desire to see tasks through to completion; Must be a highly effective communicator, with the ability to manage and implement necessary change, quickly and effectively, in a highly dynamic environment. Essential Responsibilities: The organisation runs an enterprise suite of applications including customer interfaces, partner portals, business analytics and SAP ERP to support a high volume, high revenue business. The role includes: Monitor and maintain system stability and performance of production systems; Desktop support (MS Office, Cisco UC, Antivirus, etc.); Users management across different systems and applications; Perform system software upgrades, testing, and coordination; Execute and monitor backups of business-critical systems on agreed schedule; Compete periodic data restoration tests and system patching; PC & server installation; Contribute to monthly reports on IT service statistics; Taking charge of incidents from triage to closure; Ensure compliance with company policies and procedures. Education / Professional Qualifications: *3-5 Years' experience in a similar role; *A recognised degree in Information Technology or Computer Science or equivalent experience; Any certification is a bonus. If this is of interest please get in touch email veronica.nkansah at adecco.ie If you are interested in other roles or career change please do not hesitate to contact me too. Adecco is acting as an Employment Agency Adecco Ireland is acting as an Employment Agency in relation to this vacancy no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
Customer Support Associate (Spanish Speaker),5495335917,"Want to receive job alerts for similar jobs ? Advertisement report this ad Customer Support Associate (Spanish Speaker) Company : Experis Uk & Ireland Job Type : Full Time Galway , County Galway Apply Now Advertisement Job Description Location: Galway Job Type: Contract Industry: Support Job reference: BBBH4529_1647971395 Posted: 2 days ago We are currently recruiting for a Spanish speaking Support Associates to work with our client SAP in Galway! The role is remote based initially and will become hybrid in mid-2022. This is a 12 month contract. SAP go to great lengths to ensure you have every opportunity to succeed - in your own way. Flourish in an environment that encourages free expression, collaboration, individuality, and diversity. They invest heavily in learning and career development. Gain new skills and experience through self-paced learning, mentoring and more. Based in the Customer Interaction Centre, you will support SAP customers through a selection of support channels. You will find yourself in a friendly, multinational & multicultural learning environment, with a fantastic supportive team. What you'll do: Process inbound customer calls, emails, chats & webforms to a high quality Analyse customer's non-technical queries, research possible solutions & provide solid answers to the customer Evaluate how the customer's technical issue affects their daily business processes Assist & educate customers in navigating support pages, downloading software and licence key functions Collaborate with colleagues across SAP teams Engage with appropriate stakeholders to ensure customer cases are resolved effectively What we look for in you: Excellent customer service skills Team player Strong time management skills Ability to multi-task Graduate of a Bachelor's/Master's degree in Business or Computer Science areas preferred Fluency in English & Spanish In addition to a fantastic flexible work environment, this role offers 22 days annual leave, plus your birthday off, and free lunch (office working) among its benefits. Apply Now Share this job with your friends Shares How to get there? Galway, County Galway How to get there? View similar Customer Service / Guest Services jobs below Advertisement Browse the Top Paying Jobs Customer Service / Guest Services Salaries Jobs in Customer Service / Guest Services Similar Customer Service Officer jobs in Ireland Email address Why are you reporting this job? I think it’s a discriminatory or offensive I think it’s fraudulent or a scam I think it’s trying to sell something unrelated to the job / it’s asking for money I think it contains incorrect or broken information Other All Job Ads are subject to GrabJobs’s Terms of Service . We allow users to flag postings that may be in violation of those terms. Job Ads may also be flagged by GrabJobs moderation team. However, no moderation system is perfect, and flagging a posting does not ensure that it will be removed. Be the first to receive the latest Customer Service Officer Full-Time Jobs in Ireland. Setup your job alert: Frequency Email Please enter a Name and Password so you can update your Job Alerts in the future. You have reached your maximum number of active job alerts. You have already created a job alert with same filters. You have successfully created a new job alert. Your email job alert is now active! You can also receive alerts via instant message. Choose your messaging app: Skip no -- Principals only. Recruiters, please don’t contact this job advertiser. no -- Please, no phone calls about this job! no -- Reposting this message elsewhere is NOT OK.",Dublin,Ireland,2022-04-09,Customer Service & Call Centre
